Player,Nationality,Position,Age,Matches_Played,Games_Started,Minutes_Played,Ninety_Minutes_Played,Goals,Assists,Goals_Plus_Assists,Non_Penalty_Goals,Penalty_Kicks_Made,Penalty_Kicks_Attempted,Yellow_Cards,Red_Cards,Goals_Per_90,Assists_Per_90,Goals_Plus_Assists_Per_90,Non_Penalty_Goals_Per_90,Non_Penalty_Goals_Plus_Assists_Per_90,Matches,Season,Team,MP
Pathé Ciss,sn SEN,"MF,DF",30,33.0,25,"2,140",23.8,4.0,1.0,5.0,4.0,0.0,0.0,12.0,0.0,0.17,0.04,0.21,0.17,0.21,Matches,2024-2025,Rayo Vallecano,33
Abdul Mumin,gh GHA,DF,26,24.0,24,"2,017",22.4,2.0,1.0,3.0,2.0,0.0,0.0,6.0,1.0,0.09,0.04,0.13,0.09,0.13,Matches,2024-2025,Rayo Vallecano,24
Unai López,es ESP,MF,28,32.0,23,"1,707",19.0,3.0,1.0,4.0,3.0,0.0,0.0,9.0,1.0,0.16,0.05,0.21,0.16,0.21,Matches,2024-2025,Rayo Vallecano,32
Óscar Valentín,es ESP,MF,29,34.0,18,"1,835",20.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Rayo Vallecano,34
Adri Embarba,es ESP,"MF,FW",32,35.0,18,"1,607",17.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.06,0.06,0.11,0.06,0.11,Matches,2024-2025,Rayo Vallecano,35
Randy Nteka,ao ANG,FW,26,24.0,16,"1,129",12.5,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches,2024-2025,Rayo Vallecano,24
Sergio Camello,es ESP,FW,23,23.0,14,"1,134",12.6,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,0.24,0.16,0.4,0.24,0.4,Matches,2024-2025,Rayo Vallecano,23
Pedro Díaz,es ESP,MF,26,26.0,12,"1,211",13.5,3.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,2024-2025,Rayo Vallecano,26
Iván Balliu,al ALB,DF,32,25.0,12,"1,200",13.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Rayo Vallecano,25
Aridane Hernández,es ESP,DF,35,14.0,11,"1,025",11.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Rayo Vallecano,14
Alfonso Espino,uy URU,DF,32,16.0,9,833,9.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,2024-2025,Rayo Vallecano,16
Gerard Gumbau,es ESP,MF,29,22.0,7,849,9.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,2024-2025,Rayo Vallecano,22
Dani Cárdenas,es ESP,GK,27,6.0,6,540,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Rayo Vallecano,6
Óscar Trejo,ar ARG,MF,36,19.0,6,496,5.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches,2024-2025,Rayo Vallecano,19
Sergi Guardiola,es ESP,FW,33,16.0,1,362,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Rayo Vallecano,16
James Rodríguez,co COL,MF,33,6.0,1,140,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Rayo Vallecano,6
Pelayo Fernandez,es ESP,DF,21,2.0,1,98,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Rayo Vallecano,2
Etienne Eto'o,cm CMR,FW,21,2.0,0,40,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Rayo Vallecano,2
Raúl de Tomás,es ESP,FW,29,2.0,0,22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Rayo Vallecano,2
Juanpe,es ESP,GK,23,0.0,0,,,,,,,,,,,,,,,,Matches,2024-2025,Rayo Vallecano,0
Marco de las Sías,es ESP,DF,18,0.0,0,,,,,,,,,,,,,,,,Matches,2024-2025,Rayo Vallecano,0
Sergio Lozano,es ESP,DF,18,0.0,0,,,,,,,,,,,,,,,,Matches,2024-2025,Rayo Vallecano,0
Diego Méndez,es ESP,MF,20,0.0,0,,,,,,,,,,,,,,,,Matches,2024-2025,Rayo Vallecano,0
Joni Montiel,es ESP,MF,25,0.0,0,,,,,,,,,,,,,,,,Matches,2024-2025,Rayo Vallecano,0
Morro,es ESP,GK,23,0.0,0,,,,,,,,,,,,,,,,Matches,2024-2025,Rayo Vallecano,0
Dodi Lukebakio,be BEL,"MF,FW",26,,36,"3,092",34.4,11.0,2.0,13.0,10.0,1.0,1.0,3.0,1.0,0.32,0.06,0.38,0.29,0.35,Matches,2024-2025,Sevilla FC,38
Carmona,es ESP,DF,22,,35,"2,942",32.7,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Sevilla FC,35
Loïc Bade,fr FRA,DF,24,,31,"2,686",29.8,1.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.03,0.03,0.07,0.03,0.07,Matches,2024-2025,Sevilla FC,32
Ørjan Nyland,no NOR,GK,33,,30,"2,673",29.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Sevilla FC,30
Nemanja Gudelj,rs SRB,"MF,DF",32,,27,"2,493",27.7,1.0,1.0,2.0,0.0,1.0,1.0,6.0,0.0,0.04,0.04,0.07,0.0,0.04,Matches,2024-2025,Sevilla FC,31
Adrià Pedrosa,es ESP,DF,26,,27,"2,298",25.5,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,2024-2025,Sevilla FC,31
Isaac Romero,es ESP,FW,24,,26,"2,156",24.0,4.0,2.0,6.0,4.0,0.0,1.0,10.0,1.0,0.17,0.08,0.25,0.17,0.25,Matches,2024-2025,Sevilla FC,31
Kike Salas,es ESP,DF,22,,25,"2,238",24.9,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,0.12,0.08,0.2,0.12,0.2,Matches,2024-2025,Sevilla FC,31
Lucien Agoume,fr FRA,MF,22,,24,"2,114",23.5,1.0,3.0,4.0,1.0,0.0,0.0,5.0,1.0,0.04,0.13,0.17,0.04,0.17,Matches,2024-2025,Sevilla FC,35
Djibril Sow,ch SUI,MF,27,,24,"2,062",22.9,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.09,0.04,0.13,0.09,0.13,Matches,2024-2025,Sevilla FC,30
Juanlu Sánchez,es ESP,"MF,DF",20,,18,"1,722",19.1,4.0,4.0,8.0,4.0,0.0,0.0,6.0,1.0,0.21,0.21,0.42,0.21,0.42,Matches,2024-2025,Sevilla FC,32
Saúl Ñíguez,es ESP,MF,29,,17,"1,553",17.3,1.0,6.0,7.0,1.0,0.0,0.0,8.0,1.0,0.06,0.35,0.41,0.06,0.41,Matches,2024-2025,Sevilla FC,24
Albert Sambi Lokonga,be BEL,MF,24,,16,"1,471",16.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,2024-2025,Sevilla FC,22
Peque,es ESP,"MF,FW",21,,14,"1,134",12.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.08,0.08,0.16,0.08,0.16,Matches,2024-2025,Sevilla FC,26
Chidera Ejuke,ng NGA,"MF,FW",26,,9,966,10.7,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.19,0.09,0.28,0.19,0.28,Matches,2024-2025,Sevilla FC,25
Ruben Vargas,ch SUI,"MF,FW",25,,9,671,7.5,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.27,0.13,0.4,0.27,0.4,Matches,2024-2025,Sevilla FC,11
Álvaro Fernández,es ESP,GK,26,,8,747,8.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Sevilla FC,9
Marcão,br BRA,DF,28,,6,552,6.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Sevilla FC,12
Tanguy Nianzou,fr FRA,DF,22,,6,518,5.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Sevilla FC,6
Kelechi Iheanacho,ng NGA,FW,27,,5,400,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Sevilla FC,9
Suso,es ESP,"MF,FW",30,,4,606,6.7,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.3,0.3,0.0,0.3,Matches,2024-2025,Sevilla FC,16
Álvaro Pascual,es ESP,FW,22,,4,408,4.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,2024-2025,Sevilla FC,8
Jesús Navas,es ESP,"MF,FW",38,,3,424,4.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,2024-2025,Sevilla FC,15
Valentín Barco,ar ARG,DF,20,,3,288,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Sevilla FC,7
Stanis Idumbo,be BEL,MF,19,,3,284,3.2,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.32,0.32,0.63,0.32,0.63,Matches,2024-2025,Sevilla FC,14
Ramón Martínez,es ESP,DF,21,,2,261,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches,2024-2025,Sevilla FC,5
Lucas Ocampos,ar ARG,"MF,FW",30,,2,175,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,0.0,0.51,Matches,2024-2025,Sevilla FC,2
Manu Bueno,es ESP,MF,20,,1,140,1.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.64,0.64,Matches,2024-2025,Sevilla FC,9
Akor Adams,ng NGA,FW,24,,1,134,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Sevilla FC,4
Gonzalo Montiel,ar ARG,DF,27,,1,113,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Sevilla FC,6
Diego Iturralde,es ESP,MF,21,,1,37,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Sevilla FC,1
Leandro Antonetti,pr PUR,FW,21,,0,28,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Sevilla FC,2
Israel Domínguez,es ESP,MF,21,,0,18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Sevilla FC,1
Mateo Mejía,es ESP,FW,21,,0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Sevilla FC,1
Darío Fuentes,es ESP,DF,21,,0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Sevilla FC,1
Matías Árbol,es ESP,GK,21,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Sevilla FC,0
Castrin,es ESP,DF,21,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Sevilla FC,0
Pablo Cruz,es ESP,MF,20,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Sevilla FC,0
Lulo Dasilva,es ESP,MF,21,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Sevilla FC,0
Alberto López,es ESP,MF,19,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Sevilla FC,0
Alberto López,es ESP,GK,20,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Sevilla FC,0
Joaquín Martínez Gauna,es ESP,FW,21,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Sevilla FC,0
Pedro Ortiz,es ESP,MF,23,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Sevilla FC,0
Rafa,es ESP,GK,20,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Sevilla FC,0
Álex Remiro,es ESP,GK,29,,36,"3,240",36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Sociedad,36
Martín Zubimendi,es ESP,MF,25,,33,"2,962",32.9,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,2024-2025,Real Sociedad,36
Sergio Gómez,es ESP,MF,23,,31,"2,738",30.4,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,0.07,0.16,0.23,0.07,0.23,Matches,2024-2025,Real Sociedad,37
Jon Aramburu,ve VEN,DF,22,,28,"2,460",27.3,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches,2024-2025,Real Sociedad,35
Mikel Oyarzabal,es ESP,FW,27,,28,"2,250",25.0,9.0,3.0,12.0,5.0,4.0,4.0,4.0,1.0,0.36,0.12,0.48,0.2,0.32,Matches,2024-2025,Real Sociedad,35
Takefusa Kubo,jp JPN,"MF,FW",23,,27,"2,372",26.4,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches,2024-2025,Real Sociedad,36
Igor Zubeldia,es ESP,DF,27,,27,"2,269",25.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Sociedad,28
Javi López,es ESP,DF,22,,21,"1,936",21.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Sociedad,29
Luka Sučić,hr CRO,MF,21,,21,"1,792",19.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches,2024-2025,Real Sociedad,29
Nayef Aguerd,ma MAR,DF,28,,21,"1,760",19.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Sociedad,21
Brais Méndez,es ESP,"MF,FW",27,,19,"1,531",17.0,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,0.18,0.12,0.29,0.18,0.29,Matches,2024-2025,Real Sociedad,27
Aritz Elustondo,es ESP,DF,30,,16,"1,457",16.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Sociedad,22
Ander Barrenetxea,es ESP,MF,22,,14,"1,263",14.0,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,0.07,0.21,0.29,0.07,0.29,Matches,2024-2025,Real Sociedad,30
Pablo Marín,es ESP,MF,21,,14,"1,239",13.8,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.07,0.15,0.22,0.07,0.22,Matches,2024-2025,Real Sociedad,23
Aihen Muñoz,es ESP,DF,26,,13,"1,098",12.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Sociedad,21
Sheraldo Becker,sr SUR,"MF,FW",29,,11,995,11.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.18,0.09,0.27,0.18,0.27,Matches,2024-2025,Real Sociedad,22
Beñat Turrientes,es ESP,MF,22,,11,942,10.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Sociedad,21
Orri Steinn Óskarsson,is ISL,FW,19,,9,944,10.5,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,2024-2025,Real Sociedad,23
Jon Pacheco,es ESP,DF,23,,9,854,9.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Sociedad,14
Hamari Traoré,ml MLI,DF,32,,9,700,7.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,2024-2025,Real Sociedad,11
Olasagasti,es ESP,MF,23,,7,857,9.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.11,0.11,0.21,0.11,0.21,Matches,2024-2025,Real Sociedad,22
Jon Martin,es ESP,DF,18,,6,904,10.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,2024-2025,Real Sociedad,13
Umar Sadiq,ng NGA,FW,27,,2,227,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Sociedad,7
Unai Marrero,es ESP,GK,22,,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Sociedad,2
Arkaitz Mariezkurrena,es ESP,FW,19,,1,241,2.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.75,0.0,0.75,0.75,0.75,Matches,2024-2025,Real Sociedad,9
Arsen Zakharyan,ru RUS,MF,21,,1,73,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.23,0.0,1.23,1.23,1.23,Matches,2024-2025,Real Sociedad,3
Urko González,es ESP,MF,23,,1,45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Sociedad,1
Álvaro Odriozola,es ESP,DF,28,,0,43,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Sociedad,2
Daniel Díaz,es ESP,FW,18,,0,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Sociedad,1
Luken Beitia,es ESP,DF,20,,0,8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Sociedad,1
Jon Magunazelaia,es ESP,MF,23,,0,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Sociedad,2
Egoitz Arana,es ESP,GK,22,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Real Sociedad,0
Jon Balda,es ESP,DF,22,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Real Sociedad,0
Aitor Fraga,es ESP,GK,21,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Real Sociedad,0
Mikel Goti,es ESP,MF,22,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Real Sociedad,0
Alex Marchal,es ESP,MF,16,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Real Sociedad,0
Iñaki Rupérez,es ESP,DF,21,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Real Sociedad,0
Cristhian Mosquera,es ESP,DF,20,,37,"3,319",36.9,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,2024-2025,Valencia CF,37
Diego López,es ESP,MF,22,,35,"2,737",30.4,8.0,5.0,13.0,8.0,0.0,0.0,3.0,0.0,0.26,0.16,0.43,0.26,0.43,Matches,2024-2025,Valencia CF,38
Giorgi Mamardashvili,ge GEO,GK,23,,34,"3,060",34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Valencia CF,34
César Tárrega,es ESP,DF,22,,34,"3,026",33.6,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,2024-2025,Valencia CF,34
Luis Rioja,es ESP,MF,30,,33,"2,831",31.5,5.0,3.0,8.0,3.0,2.0,2.0,6.0,0.0,0.16,0.1,0.25,0.1,0.19,Matches,2024-2025,Valencia CF,36
Javier Guerra,es ESP,MF,21,,31,"2,581",28.7,3.0,3.0,6.0,3.0,0.0,0.0,5.0,0.0,0.1,0.1,0.21,0.1,0.21,Matches,2024-2025,Valencia CF,36
Enzo Barrenechea,ar ARG,MF,23,,26,"2,191",24.3,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,0.04,0.08,0.12,0.04,0.12,Matches,2024-2025,Valencia CF,30
Dimitri Foulquier,fr FRA,DF,31,,25,"2,299",25.5,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,2024-2025,Valencia CF,32
Hugo Duro,es ESP,FW,24,,25,"2,166",24.1,11.0,2.0,13.0,10.0,1.0,1.0,5.0,0.0,0.46,0.08,0.54,0.42,0.5,Matches,2024-2025,Valencia CF,31
Domingos André Ribeiro Almeida,pt POR,"MF,FW",24,,24,"1,977",22.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,2024-2025,Valencia CF,34
José Luis Gayà,es ESP,DF,29,,22,"1,803",20.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,2024-2025,Valencia CF,23
José Luis García Vayá,es ESP,MF,25,,18,"1,742",19.4,2.0,2.0,4.0,0.0,2.0,2.0,8.0,1.0,0.1,0.1,0.21,0.0,0.1,Matches,2024-2025,Valencia CF,34
Jesus Vazquez,es ESP,DF,21,,10,919,10.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Valencia CF,19
Yarek Gasiorowski,es ESP,DF,19,,9,947,10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Valencia CF,15
Umar Sadiq,ng NGA,FW,27,,9,825,9.2,5.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,0.55,0.0,0.55,0.55,0.55,Matches,2024-2025,Valencia CF,16
Thierry Correia,pt POR,DF,25,,9,768,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Valencia CF,11
Mouctar Diakhaby,gn GUI,DF,27,,7,653,7.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,Matches,2024-2025,Valencia CF,13
Rafa Mir,es ESP,"FW,MF",27,,5,753,8.4,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.12,0.24,0.36,0.12,0.36,Matches,2024-2025,Valencia CF,20
Dani Gómez,es ESP,FW,26,,5,532,5.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches,2024-2025,Valencia CF,14
Francisco Perez,es ESP,MF,21,,4,570,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Valencia CF,26
Hugo Guillamón,es ESP,MF,24,,4,364,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Valencia CF,12
Stole Dimitrievski,mk MKD,GK,30,,4,360,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Valencia CF,4
Sergi Canós,es ESP,MF,27,,2,370,4.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.24,0.24,0.0,0.24,Matches,2024-2025,Valencia CF,17
Ivan Jaime Pajuelo,es ESP,MF,23,,2,297,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Valencia CF,9
Germán Valera,es ESP,MF,22,,1,148,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Valencia CF,8
Max Aarons,eng ENG,DF,24,,1,120,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Valencia CF,4
Maximiliano Caufriez,be BEL,DF,27,,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Valencia CF,1
Rodrigo Abajas,es ESP,DF,21,,1,65,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Valencia CF,1
Martín Tejón,es ESP,MF,20,,0,49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Valencia CF,4
Iker Córdoba,es ESP,DF,18,,0,15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Valencia CF,2
David Otorbi,es ESP,FW,16,,0,14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Valencia CF,1
Alberto Marí,es ESP,FW,23,,0,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Valencia CF,1
Vicent Abril,es ESP,GK,19,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Valencia CF,0
Pedro Alemañ,es ESP,MF,22,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Valencia CF,0
Hamza Bellari,es ESP,FW,21,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Valencia CF,0
Jaume Doménech,es ESP,GK,33,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Valencia CF,0
Raúl Jiménez,es ESP,GK,18,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Valencia CF,0
Ruben Lendinez,es ESP,DF,21,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Valencia CF,0
Warren Madrigal,cr CRC,FW,20,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Valencia CF,0
Lucas Núñez,es ESP,MF,18,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Valencia CF,0
Cenk Özkacar,tr TUR,DF,23,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Valencia CF,0
