Player,Nationality,Position,Age,Matches_Played,Minutes_Played,Minutes_Per_Match,Minutes_Percentage,Ninety_Minutes_Played,Games_Started,Minutes_Per_Start,Complete_Matches,Substitute_Appearances,Minutes_Per_Sub,Unused_Sub_Appearances,Points_Per_Match,Goals_Scored_On_Pitch,Goals_Allowed_On_Pitch,Plus_Minus,Plus_Minus_Per_90,On_Off_Per_90,Matches,Season,Team,MP
Cristhian Stuani,uy URU,FW,39-195,15.0,250,17.0,8.7,2.8,1,63.0,0,14,13.0,5,1.07,4.0,7.0,-3.0,-1.08,-0.74,Matches,2025-2026,Girona FC,15
Vladyslav Krapyvtsov,ua UKR,GK,20-304,2.0,136,68.0,4.7,1.5,1,90.0,1,1,46.0,21,0.0,1.0,5.0,-4.0,-2.65,-2.35,Matches,2025-2026,Girona FC,2
Dawda Camara,mr MTN,FW,23-172,2.0,72,36.0,2.5,0.8,1,45.0,0,1,27.0,0,0.0,0.0,4.0,-4.0,-5.0,-4.71,Matches,2025-2026,Girona FC,2
Bojan Miovski,mk MKD,FW,26-305,1.0,44,44.0,1.5,0.5,1,44.0,0,0,,0,0.0,0.0,3.0,-3.0,-6.14,-5.82,Matches,2025-2026,Girona FC,1
Donny van de Beek,nl NED,MF,29-007,2.0,41,21.0,1.4,0.5,1,32.0,0,1,9.0,1,1.0,1.0,1.0,0.0,0.0,0.41,Matches,2025-2026,Girona FC,2
Abel Ruiz,es ESP,FW,26-087,9.0,187,21.0,6.5,2.1,0,,0,9,21.0,9,1.44,3.0,0.0,3.0,1.44,1.98,Matches,2025-2026,Girona FC,9
Lancinet Kourouma,gn GUI,FW,22-026,5.0,43,9.0,1.5,0.5,0,,0,5,9.0,16,1.6,0.0,1.0,-1.0,-2.09,-1.71,Matches,2025-2026,Girona FC,5
Juan Arango,ve VEN,MF,19-328,2.0,18,9.0,0.6,0.2,0,,0,2,9.0,6,0.5,1.0,0.0,1.0,5.0,5.44,Matches,2025-2026,Girona FC,2
Aleksandar Andreev,bg BUL,GK,20-031,0.0,,,,,0,,0,0,,10,,,,,,,Matches,2025-2026,Girona FC,0
Pol Arnau,es ESP,DF,21-123,0.0,,,,,0,,0,0,,2,,,,,,,Matches,2025-2026,Girona FC,0
Ricard Artero,es ESP,MF,23-079,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2025-2026,Girona FC,0
Papa Ba,es ESP,FW,21-225,0.0,,,,,0,,0,0,,16,,,,,,,Matches,2025-2026,Girona FC,0
Rubén Blanco,es ESP,GK,30-274,0.0,,,,,0,,0,0,,9,,,,,,,Matches,2025-2026,Girona FC,0
Gibert Cámara,es ESP,DF,19-058,0.0,,,,,0,,0,0,,16,,,,,,,Matches,2025-2026,Girona FC,0
Juan Carlos,es ESP,GK,38-095,0.0,,,,,0,,0,0,,2,,,,,,,Matches,2025-2026,Girona FC,0
Dominik Livaković,hr CRO,GK,31-106,0.0,,,,,0,,0,0,,16,,,,,,,Matches,2025-2026,Girona FC,0
Antonio Salguero,es ESP,DF,20-318,0.0,,,,,0,,0,0,,3,,,,,,,Matches,2025-2026,Girona FC,0
Javier Sarasa,es ESP,FW,20-277,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2025-2026,Girona FC,0
Jeremy Toljan,de GER,DF,31-260,31.0,"2,692",87.0,93.5,29.9,31,87.0,23,0,,0,1.03,36.0,45.0,-9.0,-0.3,1.61,Matches,2025-2026,Levante UD,31
Mathew Ryan,au AUS,GK,34-017,30.0,"2,700",90.0,93.8,30.0,30,90.0,30,0,,0,1.07,34.0,45.0,-11.0,-0.37,0.63,Matches,2025-2026,Levante UD,30
Manu Sánchez,es ESP,DF,25-244,28.0,"2,443",87.0,84.8,27.1,27,88.0,22,1,62.0,3,1.0,32.0,41.0,-9.0,-0.33,0.49,Matches,2025-2026,Levante UD,28
Adrián de la Fuente,es ESP,DF,27-058,28.0,"2,276",81.0,79.0,25.3,25,89.0,24,3,17.0,1,1.0,26.0,41.0,-15.0,-0.59,-0.89,Matches,2025-2026,Levante UD,28
Iván Romero,es ESP,"FW,MF",25-015,28.0,"2,043",73.0,70.9,22.7,25,78.0,4,3,31.0,3,1.11,24.0,28.0,-4.0,-0.18,0.79,Matches,2025-2026,Levante UD,28
Carlos Álvarez,es ESP,MF,22-262,28.0,"1,842",66.0,64.0,20.5,22,78.0,7,6,21.0,1,0.96,20.0,35.0,-15.0,-0.73,-0.91,Matches,2025-2026,Levante UD,28
Matias Moreno,ar ARG,DF,22-213,22.0,"1,712",78.0,59.4,19.0,21,81.0,15,1,6.0,5,1.18,23.0,21.0,2.0,0.11,1.26,Matches,2025-2026,Levante UD,22
Pablo Martínez,es ESP,MF,28-062,21.0,"1,399",67.0,48.6,15.5,15,82.0,7,6,28.0,1,1.29,17.0,19.0,-2.0,-0.13,0.54,Matches,2025-2026,Levante UD,21
Karl Etta Eyong,cm CMR,FW,22-193,25.0,"1,353",54.0,47.0,15.0,15,79.0,6,10,17.0,2,1.0,20.0,30.0,-10.0,-0.67,-0.49,Matches,2025-2026,Levante UD,25
Kareem Tunde,es ESP,MF,20-249,16.0,975,61.0,33.9,10.8,14,68.0,2,2,10.0,0,1.25,10.0,14.0,-4.0,-0.37,0.06,Matches,2025-2026,Levante UD,16
Oriol Rey,es ESP,MF,28-059,18.0,"1,184",66.0,41.1,13.2,13,83.0,8,5,20.0,8,1.05,20.0,22.0,-2.0,-0.15,0.43,Matches,2025-2026,Levante UD,18
Kervin Arriaga,hn HON,MF,28-110,22.0,"1,209",55.0,42.0,13.4,12,83.0,8,10,22.0,4,1.14,16.0,23.0,-7.0,-0.52,-0.2,Matches,2025-2026,Levante UD,22
Olasagasti,es ESP,MF,25-252,27.0,"1,208",45.0,41.9,13.4,12,78.0,5,15,18.0,2,1.0,18.0,21.0,-3.0,-0.22,0.31,Matches,2025-2026,Levante UD,27
Unai Elgezabal,es ESP,"DF,MF",33-000,12.0,958,80.0,33.3,10.6,11,85.0,8,1,26.0,4,0.42,15.0,24.0,-9.0,-0.85,-0.66,Matches,2025-2026,Levante UD,12
